0,7
0,472
1,7
1,472
2,7
2,472
3,7
3,472
4,7
4,472
5,7
5,472
6,7
6,472
7,7
7,472
8,6
8,472
9,6
9,472
10,6
10,472
11,7
11,472
12,7
12,472
13,7
13,472
14,7
14,472
15,6
15,472
16,6
16,472
17,7
17,472
18,7
18,472
19,7
19,472
20,7
20,472
21,7
21,472
22,7
22,472
23,7
23,472
24,7
24,472
25,7
25,472
26,7
26,472
27,7
27,472
28,7
28,472
29,7
29,472
30,7
30,472
31,7
31,472
32,7
32,472
33,7
33,472
34,7
34,472
35,7
35,472
36,7
36,472
37,7
37,472
38,7
38,472
39,7
39,472
40,7
40,472
41,7
41,472
42,7
42,472
43,7
43,472
44,7
44,472
45,7
45,472
46,7
46,472
47,7
47,472
48,7
48,472
49,7
49,472
50,7
50,472
51,7
51,472
52,7
52,472
53,7
53,472
54,7
54,472
55,7
55,472
56,7
56,472
57,7
57,472
58,7
58,472
59,7
59,472
60,7
60,472
61,7
61,472
62,7
62,472
63,7
63,472
64,7
64,472
65,7
65,472
66,7
66,472
67,7
67,472
68,7
68,472
69,7
69,472
70,7
70,472
71,7
71,472
72,7
72,472
73,7
73,202
73,472
74,7
74,202
74,203
74,472
75,7
75,201
75,202
75,205
75,472
76,7
76,201
76,205
76,206
76,472
77,7
77,201
77,206
77,472
78,7
78,200
78,206
78,207
78,472
79,7
79,200
79,207
79,208
79,240
79,241
79,242
79,243
79,244
79,472
80,7
80,200
80,207
80,208
80,240
80,244
80,245
80,472
81,7
81,200
81,204
81,208
81,209
81,239
81,240
81,245
81,472
82,7
82,200
82,204
82,209
82,210
82,221
82,223
82,224
82,225
82,239
82,245
82,472
83,7
83,200
83,204
83,210
83,220
83,221
83,222
83,225
83,226
83,238
83,246
83,472
84,7
84,199
84,203
84,210
84,220
84,226
84,227
84,238
84,247
84,472
85,7
85,199
85,203
85,211
85,220
85,227
85,228
85,238
85,248
85,472
86,7
86,198
86,203
86,211
86,220
86,228
86,229
86,238
86,248
86,249
86,250
86,253
86,254
86,255
86,257
86,278
86,279
86,280
86,291
86,293
86,472
87,7
87,198
87,203
87,211
87,220
87,229
87,230
87,237
87,249
87,252
87,253
87,257
87,258
87,269
87,270
87,271
87,272
87,273
87,274
87,275
87,276
87,277
87,280
87,281
87,290
87,291
87,292
87,294
87,295
87,472
88,7
88,198
88,203
88,211
88,220
88,230
88,231
88,237
88,242
88,249
88,251
88,252
88,258
88,259
88,268
88,269
88,281
88,282
88,289
88,290
88,295
88,296
88,472
89,7
89,198
89,203
89,212
89,220
89,231
89,237
89,242
89,245
89,252
89,259
89,260
89,266
89,267
89,268
89,282
89,288
89,289
89,296
89,297
89,472
90,7
90,198
90,203
90,212
90,220
90,231
90,232
90,242
90,245
90,260
90,261
90,264
90,265
90,266
90,282
90,283
90,287
90,288
90,297
90,472
91,7
91,198
91,203
91,212
91,219
91,226
91,227
91,232
91,233
91,236
91,241
91,242
91,245
91,246
91,262
91,263
91,279
91,283
91,287
91,298
91,472
92,7
92,198
92,203
92,212
92,219
92,224
92,227
92,228
92,233
92,235
92,236
92,241
92,246
92,268
92,279
92,283
92,284
92,286
92,287
92,298
92,472
93,7
93,197
93,202
93,213
93,219
93,224
93,228
93,234
93,241
93,247
93,269
93,277
93,278
93,283
93,298
93,472
94,7
94,197
94,202
94,213
94,219
94,224
94,228
94,229
94,240
94,247
94,266
94,267
94,269
94,277
94,290
94,291
94,298
94,472
95,7
95,197
95,202
95,213
95,219
95,224
95,229
95,230
95,240
95,248
95,265
95,266
95,270
95,276
95,277
95,279
95,289
95,290
95,298
95,472
96,7
96,197
96,202
96,213
96,220
96,224
96,230
96,231
96,240
96,248
96,264
96,265
96,269
96,276
96,279
96,289
96,299
96,472
97,7
97,197
97,202
97,214
97,220
97,224
97,231
97,232
97,239
97,248
97,249
97,263
97,264
97,269
97,275
97,279
97,280
97,288
97,289
97,299
97,300
97,301
97,302
97,303
97,304
97,305
97,306
97,307
97,472
98,7
98,197
98,202
98,214
98,220
98,224
98,232
98,233
98,239
98,248
98,262
98,263
98,268
98,274
98,275
98,280
98,287
98,288
98,307
98,472
99,7
99,197
99,202
99,214
99,220
99,224
99,233
99,234
99,239
99,248
99,262
99,268
99,273
99,274
99,280
99,286
99,307
99,308
99,472
100,7
100,196
100,201
100,214
100,220
100,225
100,234
100,235
100,236
100,238
100,248
100,261
100,262
100,267
100,273
100,281
100,286
100,308
100,309
100,472
101,7
101,196
101,201
101,214
101,220
101,225
101,234
101,235
101,238
101,239
101,249
101,260
101,261
101,267
101,272
101,273
101,281
101,286
101,309
101,310
101,311
101,312
101,313
101,314
101,472
102,7
102,196
102,201
102,214
102,224
102,234
102,239
102,249
102,259
102,260
102,267
102,272
102,281
102,286
102,305
102,314
102,315
102,472
103,7
103,196
103,201
103,214
103,219
103,220
103,224
103,233
103,238
103,250
103,259
103,266
103,272
103,281
103,287
103,305
103,306
103,316
103,472
104,7
104,196
104,201
104,214
104,215
104,216
104,217
104,218
104,219
104,224
104,233
104,234
104,238
104,250
104,257
104,258
104,259
104,266
104,272
104,281
104,304
104,305
104,316
104,472
105,7
105,188
105,195
105,196
105,200
105,215
105,224
105,233
105,238
